start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
8.329489342403628,8.689398639455781,71,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6.563488888888889,7.921856235827665,47,66,0,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,0,2,2,2,2,2,-1,-1,0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1
6.563488888888889,7.619996825396825,43,53,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4.658168707482993,4.948418140589569,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4.623338775510204,4.79748843537415,43,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.484019047619047,4.658168707482993,47,77,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
4.391139229024943,4.623338775510204,43,82,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4.182159637188208,4.484019047619047,47,76,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4.182159637188208,4.809098412698413,40,52,-1,-1,0,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4.042839909297052,4.391139229024943,43,63,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
3.9718961451247163,4.182159637188208,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.530717006802721,3.9718961451247163,47,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0
3.4378371882086167,4.042839909297052,43,55,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
3.29851746031746,3.530717006802721,47,62,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0
3.240467573696145,3.4378371882086167,43,84,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
2.9850480725623583,3.29851746031746,47,80,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2.9850480725623583,3.6119868480725623,40,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
2.950218140589569,3.240467573696145,43,69,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
2.8457283446712016,2.9850480725623583,47,71,0,0,0,0,0,0,0,0,0,0,0,0
2.26522947845805,2.8457283446712016,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2.230399546485261,2.950218140589569,43,53,0,0,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
2.0794698412698414,2.26522947845805,47,74,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
2.044639909297052,2.230399546485261,43,90,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2.044639909297052,2.392939229024943,40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1.8808163265306121,2.0794698412698414,47,84,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.799546485260771,2.044639909297052,40,51,-1,-1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1.6602267573696146,1.8808163265306121,47,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6602267573696146,2.044639909297052,43,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1.509297052154195,1.6602267573696146,47,55,0,1,1,1,0,0,0,0,0,0,0,0,0
1.0565079365079366,1.509297052154195,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
1.0216780045351475,1.172607709750567,43,74,1,0,0,0,0,0,0,0,0,0,0,0,0
0.8823582766439909,1.0565079365079366,47,69,0,0,1,1,1,1,1,1,1,1,1,-1,-1,0,0
0.8475283446712019,1.2190476190476192,40,48,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7894784580498866,1.0216780045351475,43,83,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
0.6849886621315193,0.8823582766439909,47,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.592108843537415,0.8475283446712019,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.44117913832199546,0.7894784580498866,43,62,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.34829931972789113,0.6849886621315193,47,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34829931972789113,0.592108843537415,40,52,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.062459863945579,8.863548299319728,47,55,2,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0
8.10889977324263,8.805498412698412,43,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2.5438689342403626,2.973438095238095,40,52,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1.3003174603174603,1.6486167800453515,43,45,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
3.7513065759637185,4.089279818594104,40,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0.046439909297052155,0.33668934240362813,47,48,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
6.563488888888889,7.039497959183674,71,48,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,2,2,2,2,2,1,1,1,1
0.22058956916099773,0.4295691609977324,43,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
8.968038095238095,9.304727437641723,71,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.3699773242630386,1.7066666666666668,40,48,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.072527891156462,9.339557369614512,47,38,0,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,1,1,1,1,1,1,1
